,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police,metro,police
410,Warwick Arms,W14 8PS,Royal Borough of Kensington and Chelsea,51.495253,-0.203128,1.0,7.1,0.983582819229426,142,0,2.0,459.1923127086264,204.7540150617901,1,1
411,The Dukes Head,SW15 1JN,London Borough of Wandsworth,51.467371,-0.216999,1.0,7.5,0.9744034454661856,84,0,1.0,585.3465834098948,442.16556562746746,0,1
412,The Dartmouth Castle,W6 0LS,London Borough of Hammersmith & Fulham,51.49455,-0.227271,1.0,6.7,0.9631707600977768,260,2,1.0,98.84789677150776,217.2163250344235,1,1
413,The Albion,W14 0QL,London Borough of Hammersmith & Fulham,51.49442,-0.21279,1.0,6.8,0.9091933418693982,106,2,1.0,353.7836335806407,474.94566658027327,1,1
414,The Swan,W6 0DZ,London Borough of Hammersmith & Fulham,51.49309,-0.224951,2.0,6.5,0.9774997089977884,251,2,1.0,141.09825547062326,176.1218538307939,1,1
415,The Duke of Clarence,SW5 0BE,Royal Borough of Kensington and Chelsea,51.490911,-0.182595,1.0,7.4,0.925226399720638,88,1,0.0,754.9455154307068,920.8587245846004,0,0
416,The Castle,W11 4UA,Royal Borough of Kensington and Chelsea,51.506922,-0.207043,1.0,7.1,0.9480246769875452,49,1,2.0,109.8322472970026,327.46944013154024,1,1
417,The Eight Bells,SW6 3JS,London Borough of Hammersmith & Fulham,51.468072,-0.210168,1.0,7.3,0.9410080316610406,69,1,1.0,115.6107933093904,478.11806558098925,1,1
418,The Old City Arms,W6 9DA,London Borough of Hammersmith & Fulham,51.489439,-0.228902,1.0,6.6,0.9392480502851822,179,1,0.0,529.3551298441467,661.0807172817093,0,0
419,The Goose,SW6 1NL,London Borough of Hammersmith & Fulham,51.485,-0.202476,1.0,7.0,0.9814061226865324,149,0,1.0,571.5704178587539,325.2944340211247,0,1
420,The Kings Arms,SW6 4RN,London Borough of Hammersmith & Fulham,51.469109,-0.209998,1.0,7.2,0.9631102316377604,34,1,0.0,94.87125313118172,588.4730356426361,1,0
421,The Prince Albert,W11 3HQ,Royal Borough of Kensington and Chelsea,51.509534,-0.19749,1.0,7.2,0.9723175416133164,100,1,2.0,100.61662766450236,409.03533536933816,1,1
422,The Sun Inn,SW13 9HE,London Borough of Richmond upon Thames,51.473637,-0.247075,1.0,7.2,0.9317401932254684,13,0,1.0,2369.0255557966334,277.8884808397535,0,1
423,The George & Devonshire,W4 2QE,London Borough of Hounslow,51.486394,-0.252081,1.0,7.0,0.9454592014899312,37,0,0.0,982.44696736734,757.078833943424,0,0
424,The Crown,W4 1PD,London Borough of Hounslow,51.492774,-0.256828,1.0,7.0,0.9484413921545805,71,1,3.0,325.7483078579111,34.23748022300388,1,1
425,The Lamb,W4 4PH,London Borough of Hounslow,51.491775,-0.261921,1.0,7.1,0.9695076242579443,65,1,3.0,566.1953318204082,261.0718736354792,0,1
426,The William Morris,W6 0QA,London Borough of Hammersmith & Fulham,51.493068,-0.225422,1.0,6.3,0.9900523803980912,267,2,1.0,130.38003369912005,191.2923677954333,1,1
427,The Tabard,W4 1LW,London Borough of Hounslow,51.495816,-0.254684,1.0,6.9,0.9727645210103596,53,1,3.0,86.40735394572744,403.4654885244248,1,1
428,The Sindercombe Social,W12 8QD,London Borough of Hammersmith & Fulham,51.5032,-0.224045,2.0,6.5,0.9619089745082062,290,3,2.0,287.82818769365025,492.532072307752,1,1
429,Famous Three Kings,W14 9NL,London Borough of Hammersmith & Fulham,51.490654,-0.206557,2.0,6.4,0.9805866604586196,173,1,1.0,88.37278201359803,450.5706175736742,1,1
430,The Stanhope Arms,SW7 4SS,Royal Borough of Kensington and Chelsea,51.494178,-0.18217,1.0,6.8,0.9950762425794436,134,1,0.0,638.1477932884271,1007.0942300510768,0,0
431,McGettigan's Fulham,SW6 1AA,London Borough of Hammersmith & Fulham,51.479888,-0.196053,1.0,6.7,0.9551437550925388,164,1,1.0,94.9423437897146,273.99174743395366,1,1
432,The Spencer Arms,SW15 1HJ,London Borough of Wandsworth,51.468255,-0.228088,1.0,6.8,0.9663042719124664,21,0,0.0,1335.9092506557058,1128.5495957550372,0,0
433,The Bull,W12 7GB,London Borough of Hammersmith & Fulham,51.506427,-0.219891,2.0,6.5,0.9716284483762077,271,3,0.0,201.95622679012556,650.2384189771814,1,0
434,The Salutation,W6 0QU,London Borough of Hammersmith & Fulham,51.49281,-0.233179,1.0,6.1,0.962416482365266,141,1,0.0,227.24156542508425,656.7227675825706,1,0
435,The Hansom Cab,W8 6EG,Royal Borough of Kensington and Chelsea,51.496289,-0.197188,1.0,6.5,0.901559771854266,168,0,1.0,561.7660594249538,125.28837807095782,0,1
436,The Bolton,SW5 9BQ,Royal Borough of Kensington and Chelsea,51.489676,-0.190486,1.0,6.6,0.9835548830171108,167,2,1.0,313.29667908714856,382.9335649535845,1,1
437,The Plough & Harrow,W6 0QU,London Borough of Hammersmith & Fulham,51.492787,-0.231361,1.0,6.0,0.9850331742521244,200,2,0.0,332.35748161943803,538.9995652848505,1,0
438,Prince of Teck,SW5 9RQ,Royal Borough of Kensington and Chelsea,51.492869,-0.193951,2.0,6.5,0.9584984285880572,202,1,1.0,149.92334180562418,300.0573605836409,1,1
439,Packhorse & Talbot,W4 2DT,London Borough of Hounslow,51.492547,-0.254768,1.0,6.4,0.9562937958328483,65,1,3.0,292.794204175052,153.3167857967246,1,1
440,Old Swan,W8 4DP,Royal Borough of Kensington and Chelsea,51.508947,-0.195007,1.0,6.3,0.9833104411593528,101,1,0.0,88.8831942968618,570.2691339307033,1,0
441,Duke of Cornwall,W6 9PH,London Borough of Hammersmith & Fulham,51.490441,-0.223717,1.0,5.2,0.9627517169130484,252,2,1.0,218.7245626814045,462.250792847236,1,1
442,The Pavilion,W12 0HQ,London Borough of Hammersmith & Fulham,51.518829,-0.227764,1.0,6.3,0.9598021184961004,67,0,0.0,776.0718957836519,1235.8085876854109,0,0
443,The Castle,W11 1LU,Royal Borough of Kensington and Chelsea,51.516616,-0.205744,1.0,6.3,0.9316819927831452,228,1,1.0,381.0429794285727,315.2670899175973,1,1
444,Earl of Lonsdale,W11 2QA,Royal Borough of Kensington and Chelsea,51.513457,-0.202713,1.0,6.2,0.9698149225934116,125,0,0.0,663.6570135041503,533.5152458888601,0,0
445,The Hand & Flower,SW6 2ES,London Borough of Hammersmith & Fulham,51.477637,-0.18982,1.0,6.2,0.8974880689093238,113,1,0.0,460.9357608626455,731.5690234084035,1,0
446,The Goat,W8 5NP,Royal Borough of Kensington and Chelsea,51.502137,-0.187872,1.0,6.1,0.9760121056920033,103,1,0.0,368.52687633128215,871.5560333432144,1,0
447,Gloucester Arms,SW7 4RB,Royal Borough of Kensington and Chelsea,51.498752,-0.183882,1.0,5.9,0.9603771388662554,108,1,0.0,612.4846888840087,978.313212362448,0,0
448,Aragon House,SW6 4XG,London Borough of Hammersmith & Fulham,51.472542,-0.200321,1.0,5.6,0.9391200093120708,57,1,0.0,286.2287974659657,772.7723323070827,1,0
449,Prince of Wales,W8 4EP,Royal Borough of Kensington and Chelsea,51.502326,-0.19078,1.0,5.4,0.9536561517867536,122,1,0.0,245.58555110954077,738.5250530306533,1,0
450,Oyster Rooms,SW6 1AA,London Borough of Hammersmith & Fulham,51.48028,-0.194625,1.0,5.3,0.9879455243859854,157,1,1.0,18.51341637925189,379.60375264022326,1,1
451,Greyhound,W8 5EP,Royal Borough of Kensington and Chelsea,51.500979,-0.189491,1.0,5.2,0.959248050285182,125,1,0.0,210.1549475214956,704.9252755016425,1,0
452,Small Beer,N8 8PT,London Borough of Haringey,51.580374,-0.123084,1.0,8.6,0.9498195786287976,83,0,2.0,1590.1927016126606,116.7931197033784,0,1
453,The Salisbury Hotel,N4 1JX,London Borough of Haringey,51.58205,-0.099412,1.0,8.1,0.9856058666045862,130,0,0.0,952.7915094850716,882.33071883049,0,0
454,Antwerp Arms,N17 8AS,London Borough of Haringey,51.601866,-0.074851,1.0,8.2,0.9749365615178676,108,0,0.0,1779.1730289523202,2311.0360777056394,0,0
455,The Mossy Well,N10 3SH,London Borough of Haringey,51.590872,-0.141728,1.0,8.1,0.965722267489233,50,0,0.0,1540.5964827352077,1709.779717733281,0,0
456,The Westbury,N22 6SA,London Borough of Haringey,51.593561,-0.098263,1.0,7.6,0.9820137353043884,126,1,1.0,491.3345188963179,483.9826705966457,1,1
457,The Kings Head,N8 8AA,London Borough of Haringey,51.578209,-0.124311,2.0,7.9,0.9484227680130368,80,0,2.0,1470.403420799082,90.01573047461113,0,1
458,The Maid of Muswell,N10 2DP,London Borough of Haringey,51.598682,-0.138805,1.0,7.6,0.9545128622977536,19,0,0.0,1369.5652738096728,1853.7417731442067,0,0
459,Ye Olde Cherry Tree,N14 6EN,London Borough of Enfield,51.625193,-0.124021,1.0,7.7,0.9564846932836688,14,0,0.0,839.6191454152051,1632.8853054509366,0,0
460,The Park Inn,N22 7BN,London Borough of Haringey,51.598882,-0.122629,1.0,7.0,0.932545687347224,50,0,0.0,909.0151476619094,754.6323488806273,0,0
461,The Ranelagh,N11 2EU,London Borough of Haringey,51.608727,-0.127178,1.0,7.2,0.984230008148062,53,1,0.0,282.38123214272497,1349.513270416306,1,0
462,Three Compasses,N8 7NX,London Borough of Haringey,51.58744,-0.118687,1.0,7.2,0.973786520777558,149,0,2.0,1124.45387134737,357.5994937716102,0,1
463,"Ortaköy, Shisha Lounge Bar",N22 6UP,London Borough of Haringey,51.594699,-0.112428,1.0,6.7,0.9260551740193226,193,1,0.0,338.70669550107107,692.4643038886677,1,0
464,The Duke of Edinburgh,N22 6UP,London Borough of Haringey,51.594746,-0.112583,1.0,6.7,0.8782213944825981,194,1,0.0,341.4362710013922,687.5572746632124,1,0
465,Earl Haig Hall,N8 9TH,London Borough of Haringey,51.580708,-0.121688,1.0,7.1,0.5939704341752997,94,0,2.0,1671.1787473533907,219.19948580187892,0,1
466,Spouter's Corner,N22 6EJ,London Borough of Haringey,51.596748,-0.108977,1.0,6.5,0.993071819345827,229,1,0.0,47.53932878075504,515.3539358212721,1,0
467,The Famous Royal Oak,N10 3QY,London Borough of Haringey,51.588349,-0.141338,1.0,7.0,0.913886625538354,51,0,0.0,1270.9350782531608,1499.769331842841,0,0
468,The Old Ale Emporium,N4 1EU,London Borough of Haringey,51.578009,-0.099125,1.0,7.0,0.9763659643813292,139,0,0.0,875.1952696497441,929.207791660243,0,0
469,Victoria Stakes,N10 3TH,London Borough of Haringey,51.587429,-0.134285,1.0,6.7,0.944972645792108,17,0,0.0,1375.6282520746545,1082.0318106826053,0,0
470,The Tollgate,N8 0PS,London Borough of Haringey,51.589934,-0.105519,1.0,6.5,0.9634850424863228,208,1,1.0,173.6045886628148,219.4312778309652,1,1
471,The Gate,N22 7SS,London Borough of Haringey,51.59837,-0.119638,1.0,6.2,0.9653590967291352,64,0,0.0,722.0177235831892,586.4557225555357,0,0
472,The Alex,N8 8JP,London Borough of Haringey,51.582767,-0.127495,1.0,6.7,0.982162728436736,64,0,2.0,1390.4879701992138,386.70030910892285,0,1
473,The Alfred Herring,N13 5TT,London Borough of Enfield,51.619207,-0.107114,1.0,6.6,0.943552554999418,82,0,0.0,1797.5013051854498,1383.845602664027,0,0
474,The Springfield Bar & Grill,N11 2PP,London Borough of Haringey,51.605573,-0.122862,1.0,6.0,0.9442067279711326,65,1,0.0,182.9275180327814,899.0675040809708,1,0
475,Railway Tavern,N8 8DH,London Borough of Haringey,51.57761,-0.1244,1.0,6.5,0.9442369922011408,86,0,2.0,1460.788579943899,156.06742697384004,0,1
476,Maynard Arms Crouch End,N8 8SX,London Borough of Haringey,51.581745,-0.126192,2.0,6.4,0.9700291002211616,82,0,2.0,1427.843062087922,243.10822798036656,0,1
477,Kiss the Sky,N8 8TD,London Borough of Haringey,51.580741,-0.124511,1.0,6.1,0.8638971016179723,75,0,2.0,1504.2681086434766,102.3018074323978,0,1
478,The Fox,N13 4JD,London Borough of Enfield,51.620473,-0.106617,1.0,5.7,0.9174927249447096,88,0,0.0,1917.847109358349,1244.763265215871,0,0
479,Inn on the Green,N13 4XS,London Borough of Enfield,51.617262,-0.109494,1.0,5.3,0.9065207775579094,94,0,0.0,1526.5682846378377,1653.1887531960003,0,0
480,The Fountain,N15 5DE,London Borough of Haringey,51.585068,-0.079415,1.0,5.8,0.9851984635083226,212,0,0.0,373.1553122425937,661.0542453319683,1,0
481,Duck in the Pond,HA3 6AA,London Borough of Harrow,51.604381,-0.327522,1.0,7.6,0.993251076708183,51,0,0.0,1457.610311066948,1133.9767081646853,0,0
482,Kingsfield Arms,HA1 3DF,London Borough of Harrow,51.575116,-0.343222,1.0,7.5,0.9314910953323244,37,0,0.0,633.9349555248336,1670.7651855209951,0,0
483,The Castle,HA1 3EF,London Borough of Harrow,51.57208825,-0.3399507827906979,1.0,7.3,0.9656687230822956,24,0,0.0,830.3295980013207,1889.3444603280043,0,0
484,O'Neill's,HA1 2AA,London Borough of Harrow,51.580578,-0.334227,1.0,6.9,0.9633057851239668,207,1,0.0,239.18287791815237,872.8906256616862,1,0
485,The Junction,HA1 2DH,London Borough of Harrow,51.579576,-0.33254,1.0,6.0,0.9648073565359097,187,1,0.0,312.9279396974379,965.6771057738416,1,0
486,The Moon & Sixpence,HA5 4HS,London Borough of Harrow,51.608274,-0.373095,1.0,6.1,0.9798766150622744,18,0,0.0,1806.1766671889443,2997.865839324238,0,0
487,Royal Oak,HA1 1JP,London Borough of Harrow,51.581653,-0.337798,1.0,5.8,0.9816109882435108,214,1,0.0,262.8541161314729,853.8330345954398,1,0
488,Travellers Rest,HA3 8AT,London Borough of Harrow,51.582649,-0.316822,1.0,5.9,0.9670050052380398,41,2,0.0,101.34483987831732,1184.860724441887,1,0
489,The New Moon,HA3 8DN,London Borough of Harrow,51.587315,-0.303992,1.0,5.7,0.9527645210103596,45,0,0.0,1084.5929346698815,1520.2845067345067,0,0
490,Moon on the Hill,HA1 2AW,London Borough of Harrow,51.579499,-0.334146,1.0,5.0,0.9880572692352462,191,1,0.0,201.63059430916223,989.168019737072,1,0
491,The Drapers Arms,N1 1ER,London Borough of Islington,51.540551,-0.108377,2.0,8.6,0.9647724362705156,135,0,0.0,500.452524972313,757.6152922491458,0,0
492,The Queens Head,WC1X 9NB,London Borough of Camden,51.528468,-0.118296,2.0,8.4,0.9712117332091724,272,1,0.0,298.7250278684324,550.8721433568026,1,0
493,The Compton Arms,N1 2XD,London Borough of Islington,51.543642,-0.10228,1.0,8.4,0.9527249447095798,178,1,2.0,393.4276103036475,238.67847190971904,1,1
494,Hemingford Arms Islington,N1 1DF,London Borough of Islington,51.543038,-0.113094,1.0,7.9,0.9500779885927132,160,0,1.0,164.10490649911893,438.0278665981405,1,1
495,King ' S Head Theatre Pub,N1 1QN,London Borough of Islington,51.538329,-0.102583,1.0,8.1,0.977553253404726,207,0,0.0,681.906363931731,761.101267756832,0,0
496,The Harrison,WC1H 8JF,London Borough of Camden,51.527499,-0.120534,2.0,7.9,0.960994063554883,277,1,1.0,367.1125535527736,362.7483956652082,1,1
497,The Duchess of Kent,N7 8PR,London Borough of Islington,51.546214,-0.108686,1.0,7.8,0.9646164590850892,173,1,1.0,155.33290959004847,273.91512412407985,1,1
498,The Owl & Hitchhiker,N7 6LE,London Borough of Islington,51.560451,-0.123665,1.0,7.7,0.9657292515423116,164,0,0.0,940.2341787834638,508.16552669405166,0,0
499,The Fellow,N1 9AA,London Borough of Islington,51.531366,-0.122304,2.0,7.5,0.983163776044698,231,1,0.0,143.4792245360398,639.3982119197452,1,0
500,Brewhouse & Kitchen,N5 1JJ,London Borough of Islington,51.546265,-0.101691,1.0,7.8,0.9728110813642185,129,1,2.0,426.1930504692419,161.1476800932669,1,1
501,The George and Monkey,EC1R 1UU,London Borough of Islington,51.529867,-0.11036,1.0,7.6,0.9653358165522058,223,1,1.0,433.14586699601455,455.2415810386136,1,1
502,The Landseer,N19 4JU,London Borough of Islington,51.562804,-0.123057,1.0,7.4,0.9837457804679316,148,0,2.0,856.119857899702,444.3752117836362,0,1
503,The Lucas Arms,WC1X 8QY,London Borough of Camden,51.528462,-0.119581,1.0,7.4,0.9510185077406588,287,1,1.0,266.6786110160908,476.8955379129745,1,1
504,The Tollington,N7 6DN,London Borough of Islington,51.557544,-0.112785,1.0,7.4,0.98671167500873,212,0,0.0,506.5995395363846,560.5496155376449,0,0
505,The Scottish Stores,N1 9DU,London Borough of Islington,51.531003,-0.120784,1.0,7.3,0.984160167617274,255,1,0.0,32.79876348976003,642.5058929659061,1,0
506,Union Tavern,WC1X 9AA,London Borough of Islington,51.526639,-0.113362,1.0,7.4,0.9626935164707252,161,0,0.0,673.6594906574707,718.2519102704316,0,0
507,The Lamb,WC1N 3LZ,London Borough of Camden,51.52308,-0.119008,1.0,7.3,0.9666138982656268,165,1,1.0,369.0650337592619,273.87012009916015,1,1
508,The Crown & Sceptre,W1W 6SD,City of Westminster,51.519319,-0.140713,2.0,6.9,0.9694890001164008,244,2,2.0,458.7787664268379,461.4697720404784,1,1
509,The Castle,N1 9HF,London Borough of Islington,51.531977,-0.109015,2.0,6.8,0.9596042369922012,209,1,1.0,231.39804931463897,258.8686240454586,1,1
510,The Coronet,N7 6NJ,London Borough of Islington,51.555575,-0.115634,1.0,6.3,0.9847002677220348,198,1,0.0,356.9452660097356,713.7664536655351,1,0
511,McGlynns,WC1H 8ET,London Borough of Camden,51.528511,-0.123216,1.0,6.3,0.9643417529973228,245,1,1.0,235.12795102755115,319.6592154851886,1,1
512,The Rising Sun,W1T 2EL,London Borough of Camden,51.519236,-0.133161,1.0,5.6,0.9856989873123037,291,2,2.0,174.56232985875673,72.38120559925167,1,1
513,The Angel,N1 9LQ,London Borough of Islington,51.53215,-0.106436,1.0,5.4,0.986825747875684,232,1,1.0,61.4990908039177,374.7821749735797,1,1
514,The White Swan,N1 1RY,London Borough of Islington,51.545644,-0.103444,1.0,5.3,0.9850750785705972,149,1,2.0,290.27699487919875,230.57944651388064,1,1
515,The General Elliott,UB8 2UR,London Borough of Hillingdon,51.542912,-0.488453,1.0,7.6,0.9132045163543244,56,0,0.0,890.9986365574505,758.9639370061924,0,0
516,Queens Head Uxbridge,UB8 1AB,London Borough of Hillingdon,51.545944,-0.479655,1.0,7.2,0.9339564660691422,204,1,3.0,195.601070786232,287.1996082131774,1,1
517,The Malt Shovel,UB8 2JE,London Borough of Hillingdon,51.529776,-0.485626,1.0,7.0,0.9804725875916656,35,0,0.0,1987.0869440468543,2071.325716349998,0,0
518,Swan & Bottle,UB8 1LZ,London Borough of Hillingdon,51.550784,-0.484815,1.0,6.5,0.9713258060761262,90,0,3.0,680.4703768223895,326.2321385374452,0,1
519,Carpenters Arms Hayes,UB4 8JJ,London Borough of Hillingdon,51.526587,-0.437838,1.0,6.2,0.8755208939587941,57,0,1.0,3135.3600321106046,239.46903067160463,0,1
520,Locos,UB8 3PH,London Borough of Hillingdon,51.533338,-0.473759,1.0,6.0,0.9235362588755676,46,0,0.0,1523.9386380308977,1742.3125423747122,0,0
521,The Good Yarn,UB8 1JX,London Borough of Hillingdon,51.547787,-0.480747,1.0,5.9,0.990476079618205,188,1,3.0,262.43189548182204,75.95565575742773,1,1
522,Fig Tree,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.8,0.9365428937259924,204,1,3.0,261.80238208670784,312.1007564118242,1,1
523,The Metropolitan,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.4,0.9190338726574322,204,1,3.0,261.80238208670784,312.1007564118242,1,1
524,The Tichenham Inn,UB10 8DF,London Borough of Hillingdon,51.564438,-0.444744,1.0,5.4,0.9598184146199512,27,1,0.0,362.63088804864856,3032.1672956409843,1,0
525,The Sussex Arms,TW2 5BG,London Borough of Richmond upon Thames,51.44404,-0.345864,1.0,8.8,0.9849447095797929,41,0,0.0,3331.5677530567564,1045.7807365078909,0,0
526,Moon Under Water,TW3 3LF,London Borough of Hounslow,51.467014,-0.369367,1.0,7.4,0.9721499243394248,189,1,1.0,534.1518474621247,406.3932184831633,0,1
527,The Turks Head,TW1 1LF,London Borough of Richmond upon Thames,51.456519,-0.323052,1.0,8.3,0.9828169014084508,13,0,0.0,1646.6653765310718,1043.604573019337,0,0
528,The Admiral Nelson,TW2 7BB,London Borough of Richmond upon Thames,51.453089,-0.358166,1.0,7.5,0.9563194040274706,39,0,0.0,2092.7528849300984,1826.7591701865597,0,0
529,The London Apprentice,TW7 6BG,London Borough of Hounslow,51.471303,-0.320904,1.0,7.9,0.9676987545105344,68,0,0.0,1573.0956700462148,1550.0816968298293,0,0
530,The Royal Oak,TW7 6EP,London Borough of Hounslow,51.467222,-0.339299,1.0,6.8,0.982456058666046,42,0,0.0,1353.419437887495,1756.1305124848618,0,0
531,The Rising Sun,TW7 5AQ,London Borough of Hounslow,51.475867,-0.331885,1.0,6.8,0.9162984518682342,73,0,0.0,1528.0049610718888,2382.052997997725,0,0
532,Ailsa Tavern,TW1 1NJ,London Borough of Richmond upon Thames,51.46053,-0.323012,1.0,6.8,0.9553579327202888,16,0,0.0,1488.7753738253484,1267.1938817018272,0,0
533,The Plough Inn,UB2 4LG,London Borough of Ealing,51.494919,-0.365912,1.0,6.6,0.984588522872774,15,0,0.0,1771.0980950615256,2879.42954154526,0,0
534,The Bulstrode pub,TW3 1JG,London Borough of Hounslow,51.470823,-0.366796,1.0,5.1,0.9669910371318822,178,1,1.0,83.44318426650207,254.9893995312805,1,1
535,The Red Lion,TW7 6QJ,London Borough of Hounslow,51.473544,-0.33402,1.0,5.6,0.9211267605633804,65,0,0.0,1522.3511820075514,2168.642359736244,0,0
536,The Albany,TW1 4EZ,London Borough of Richmond upon Thames,51.449089,-0.332202,1.0,5.9,0.9515236875800256,81,0,3.0,2629.285323311134,247.6208840240428,0,1
537,Town Wharf,TW7 6RJ,London Borough of Hounslow,51.469281,-0.322399,1.0,5.7,0.9561331626120358,91,0,0.0,1553.4465882535803,1549.283688340079,0,0
538,The Swan Inn,TW7 6XA,London Borough of Hounslow,51.46893,-0.324076,1.0,5.4,0.884011174484926,63,0,0.0,1644.7622468997083,1646.4472657964925,0,0
539,The Canonbury Tavern,N1 2NS,London Borough of Islington,51.544722,-0.097591,1.0,8.0,0.9757816319404028,161,0,1.0,398.76655745076266,177.78471633976028,1,1
540,Clissold Park Tavern,N16 9DB,London Borough of Islington,51.557833200000005,-0.0907843768782772,1.0,8.8,0.9861203585147248,77,0,0.0,1027.3711232100247,818.0348658266533,0,0
541,The Woodbine,N5 2LL,London Borough of Islington,51.559551,-0.098456,1.0,8.0,0.9661925270632056,93,0,2.0,508.9602439042048,307.7808505380304,0,1
542,Bank of Friendship,N5 1EA,London Borough of Islington,51.558456,-0.098756,1.0,8.0,0.9796833895937608,111,1,1.0,473.8314617105077,412.60386312799073,1,1
543,Commercial Tavern,E1 6NU,London Borough of Tower Hamlets,51.521609,-0.075667,2.0,8.0,0.9822279129321384,287,0,2.0,641.9788270800594,487.8221399619565,0,1
544,The Brownswood,N4 2EX,London Borough of Hackney,51.563975,-0.092735,2.0,7.7,0.9883925037830288,53,0,0.0,747.3121578504422,582.6290572915732,0,0
545,Edgar Wallace,WC2R 3JE,City of Westminster,51.512708,-0.112861,1.0,7.8,0.987282039343499,89,1,2.0,178.44517563305104,136.4198241701459,1,1
546,The Crown Tavern,EC1R 0EG,London Borough of Islington,51.523174,-0.105212,2.0,7.3,0.973816785007566,158,1,0.0,312.63114738718605,606.6592085769147,1,0
547,Museum Tavern,WC1B 3BA,London Borough of Camden,51.518223,-0.125809,1.0,6.9,0.965473169596089,312,2,0.0,369.2850326038956,590.0400017557141,1,0
548,Sekforde Arms,EC1R 0HA,London Borough of Islington,51.52424,-0.10438,1.0,6.2,0.964011174484926,162,1,1.0,434.1917044641749,475.07481534066886,1,1
549,The Old Crown,WC1A 1BH,London Borough of Camden,51.516906,-0.125053,2.0,6.5,0.9870562216272843,372,3,0.0,312.4084849591828,632.5182001395191,1,0
550,Lord Raglan,EC1A 4ER,City of London Corporation,51.516534,-0.096705,3.0,5.9,0.9717099289954604,130,2,3.0,152.0088504963756,228.16256240287015,1,1
551,Golden Fleece London Ec4,EC4N 1SP,City of London Corporation,51.513263,-0.09256,1.0,6.0,0.9666860668141076,181,5,3.0,125.02451116041672,397.1505576266339,1,1
552,The Masque Haunt,EC1V 9BP,London Borough of Islington,51.525094,-0.090488,1.0,5.5,0.9818042137120242,272,1,2.0,238.8051101580182,221.71703105221667,1,1
553,The Phoenix,SW3 4EE,Royal Borough of Kensington and Chelsea,51.488749,-0.16285,1.0,8.2,0.9658060761261784,77,0,1.0,633.1713353712148,438.79683451254334,0,1
554,The Surprise,SW3 4AJ,Royal Borough of Kensington and Chelsea,51.486266,-0.162709,1.0,7.9,0.953963450122221,55,0,0.0,838.8238157554641,687.5336121248098,0,0
555,The Enterprise,SW3 2HU,Royal Borough of Kensington and Chelsea,51.495209,-0.165887,1.0,8.2,0.9828378535676872,127,0,2.0,494.5648370868164,323.06848060881936,1,1
556,The Woodman,SW11 3HX,London Borough of Wandsworth,51.473515,-0.17383,1.0,8.4,0.9633663135839832,100,0,0.0,1643.022356253887,529.7844458178375,0,0
557,The Sands End,SW6 2PR,London Borough of Hammersmith & Fulham,51.471154,-0.187251,1.0,8.9,0.968422768013037,89,0,0.0,1105.5692091238136,1276.4967031838526,0,0
558,The Prince Albert,SW11 4PF,London Borough of Wandsworth,51.47984,-0.165875,1.0,7.8,0.9763682923990222,46,0,1.0,1570.7579091519744,363.627138879373,0,1
559,The Queen's Arms,SW7 5QL,Royal Borough of Kensington and Chelsea,51.499377,-0.180939,3.0,8.1,0.9834757304155513,65,0,0.0,797.3062393477113,1180.20645391246,0,0
560,The Ship,SW18 1TB,London Borough of Wandsworth,51.463534,-0.188116,3.0,8.4,0.9683552554999418,57,0,0.0,1543.763220149665,705.4923012906818,0,0
561,The Bunch of Grapes,SW3 1LA,Royal Borough of Kensington and Chelsea,51.497592,-0.167005,1.0,7.4,0.9945803748108486,119,0,0.0,560.4994902518109,503.15185111411904,0,0
562,Leinster Arms,W2 3EU,City of Westminster,51.511416,-0.1827,1.0,8.1,0.9737329763706204,197,3,0.0,318.3760467860413,782.7909480326974,1,0
563,Coach & Horses,W1J 5LD,City of Westminster,51.509055,-0.147408,1.0,8.0,0.9674356885112328,179,1,0.0,411.9978812418274,516.5292426244606,1,0
564,The Waterside,SW6 2SU,London Borough of Hammersmith & Fulham,51.473405,-0.181951,1.0,7.6,0.9482528227214528,59,0,0.0,1180.9713686465602,927.5447816638978,0,0
565,The Antelope,SW1W 8EZ,Royal Borough of Kensington and Chelsea,51.494014,-0.155534,1.0,7.3,0.9569479688045628,95,1,0.0,163.53644323980177,511.95396813259305,1,0
566,The Sydney Arms,SW3 6NJ,Royal Borough of Kensington and Chelsea,51.488642,-0.169781,1.0,6.8,0.9468350599464556,111,0,2.0,638.1097907962385,437.17733189677887,0,1
567,The Swan,W2 3PH,City of Westminster,51.511629,-0.176984,1.0,7.7,0.98606914212548,114,2,0.0,141.94192527099327,655.29963049242,1,0
568,The White Ferry House,SW1V 4LD,City of Westminster,51.489015,-0.146668,1.0,7.3,0.9602910022116168,185,0,2.0,763.6574047150366,191.1389204283477,0,1
569,Buckingham Arms,SW1H 9EU,City of Westminster,51.499165,-0.136659,1.0,7.6,0.9808497264579212,136,1,6.0,197.72877359363665,92.75148272266696,1,1
570,The Punch Bowl,W1J 5RP,City of Westminster,51.509121,-0.149474,1.0,7.5,0.9614969153765568,167,0,0.0,534.7989875966995,637.4538466909966,0,0
